,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price
11362,2019-06-01,Compound 24-2.5-10,392.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11363,2019-06-01,Compound 27-2.5-5,383.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11365,2019-06-01,Compound 8-5-18,384.8356687898089,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11366,2019-06-01,Compound 20-4-10,369.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11367,2019-06-01,Sulphate of Ammonia (21%),384.8356687898089,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11369,2019-06-01,Compound 10-5-25,394.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11370,2019-06-01,Compound 13-6-20,406.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11371,2019-06-01,Compound 15-3-20,382.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11373,2019-06-01,Compound 24-2.2-4.5,348.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11374,2019-06-01,Compound 19-0-15,356.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11375,2019-06-01,Compound 25-4-0,358.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11376,2019-07-01,Calcium Ammonium Nitrate (27.5% N),278.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11377,2019-07-01,Urea (46% N),373.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11379,2019-07-01,Muriate of Potash (50% K),389.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11380,2019-07-01,Compound 0-10-20,384.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11381,2019-07-01,Compound 0-7-30,387.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11382,2019-07-01,Compound 7-6-17,474.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11383,2019-07-01,Compound 10-10-20,416.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11384,2019-07-01,Compound 14-7-14,393.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11385,2019-07-01,Compound 18-6-12,382.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11386,2019-07-01,Compound 24-2.5-10,392.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11387,2019-07-01,Compound 27-2.5-5,383.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11389,2019-07-01,Compound 8-5-18,384.8356687898089,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11390,2019-07-01,Compound 20-4-10,373.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11391,2019-07-01,Sulphate of Ammonia (21%),384.8356687898089,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11393,2019-07-01,Compound 10-5-25,395.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11394,2019-07-01,Compound 13-6-20,406.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11395,2019-07-01,Compound 15-3-20,382.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11397,2019-07-01,Compound 24-2.2-4.5,347.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11398,2019-07-01,Compound 19-0-15,356.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11399,2019-07-01,Compound 25-4-0,360.0,2019-07,7,2019,71.33,234.96,0.321,2.09,236.74
11400,2019-08-01,Calcium Ammonium Nitrate (27.5% N),276.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11401,2019-08-01,Urea (46% N),371.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11403,2019-08-01,Muriate of Potash (50% K),388.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11404,2019-08-01,Compound 0-10-20,384.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11405,2019-08-01,Compound 0-7-30,387.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11406,2019-08-01,Compound 7-6-17,473.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11407,2019-08-01,Compound 10-10-20,414.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11408,2019-08-01,Compound 14-7-14,394.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11409,2019-08-01,Compound 18-6-12,382.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11410,2019-08-01,Compound 24-2.5-10,391.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11411,2019-08-01,Compound 27-2.5-5,382.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11413,2019-08-01,Compound 8-5-18,384.8356687898089,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11414,2019-08-01,Compound 20-4-10,373.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11415,2019-08-01,Sulphate of Ammonia (21%),384.8356687898089,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11417,2019-08-01,Compound 10-5-25,392.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11418,2019-08-01,Compound 13-6-20,405.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11419,2019-08-01,Compound 15-3-20,379.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11421,2019-08-01,Compound 24-2.2-4.5,346.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11422,2019-08-01,Compound 19-0-15,355.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11423,2019-08-01,Compound 25-4-0,360.0,2019-08,8,2019,70.11,235.94,0.331,2.0,238.63
11424,2019-09-01,Calcium Ammonium Nitrate (27.5% N),275.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11425,2019-09-01,Urea (46% N),370.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11427,2019-09-01,Muriate of Potash (50% K),388.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11428,2019-09-01,Compound 0-10-20,383.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11429,2019-09-01,Compound 0-7-30,387.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11430,2019-09-01,Compound 7-6-17,472.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11431,2019-09-01,Compound 10-10-20,411.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11432,2019-09-01,Compound 14-7-14,392.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11433,2019-09-01,Compound 18-6-12,380.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11434,2019-09-01,Compound 24-2.5-10,389.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11435,2019-09-01,Compound 27-2.5-5,380.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11437,2019-09-01,Compound 8-5-18,384.8356687898089,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11438,2019-09-01,Compound 20-4-10,370.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11439,2019-09-01,Sulphate of Ammonia (21%),384.8356687898089,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11441,2019-09-01,Compound 10-5-25,389.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11442,2019-09-01,Compound 13-6-20,402.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11443,2019-09-01,Compound 15-3-20,377.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11445,2019-09-01,Compound 24-2.2-4.5,344.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11446,2019-09-01,Compound 19-0-15,353.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11447,2019-09-01,Compound 25-4-0,358.0,2019-09,9,2019,70.42,216.03,0.356,2.34,241.24
11448,2019-10-01,Calcium Ammonium Nitrate (27.5% N),275.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11449,2019-10-01,Urea (46% N),369.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11451,2019-10-01,Muriate of Potash (50% K),388.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11452,2019-10-01,Compound 0-10-20,383.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11453,2019-10-01,Compound 0-7-30,386.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11454,2019-10-01,Compound 7-6-17,471.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11455,2019-10-01,Compound 10-10-20,411.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11456,2019-10-01,Compound 14-7-14,391.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11457,2019-10-01,Compound 18-6-12,379.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11458,2019-10-01,Compound 24-2.5-10,388.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11459,2019-10-01,Compound 27-2.5-5,380.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11461,2019-10-01,Compound 8-5-18,384.8356687898089,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11462,2019-10-01,Compound 20-4-10,368.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11463,2019-10-01,Sulphate of Ammonia (21%),384.8356687898089,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11465,2019-10-01,Compound 10-5-25,388.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11466,2019-10-01,Compound 13-6-20,398.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11467,2019-10-01,Compound 15-3-20,377.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11469,2019-10-01,Compound 24-2.2-4.5,344.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11470,2019-10-01,Compound 19-0-15,353.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11471,2019-10-01,Compound 25-4-0,358.0,2019-10,10,2019,70.12,214.42,0.378,2.04,240.21
11472,2019-11-01,Calcium Ammonium Nitrate (27.5% N),274.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11473,2019-11-01,Urea (46% N),367.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11475,2019-11-01,Muriate of Potash (50% K),386.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11476,2019-11-01,Compound 0-10-20,382.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11477,2019-11-01,Compound 0-7-30,386.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11478,2019-11-01,Compound 7-6-17,469.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11479,2019-11-01,Compound 10-10-20,409.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11480,2019-11-01,Compound 14-7-14,387.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11481,2019-11-01,Compound 18-6-12,377.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11482,2019-11-01,Compound 24-2.5-10,387.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11483,2019-11-01,Compound 27-2.5-5,379.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11485,2019-11-01,Compound 8-5-18,384.8356687898089,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11486,2019-11-01,Compound 20-4-10,364.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11487,2019-11-01,Sulphate of Ammonia (21%),384.8356687898089,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11489,2019-11-01,Compound 10-5-25,386.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11490,2019-11-01,Compound 13-6-20,397.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11491,2019-11-01,Compound 15-3-20,375.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11493,2019-11-01,Compound 24-2.2-4.5,343.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11494,2019-11-01,Compound 19-0-15,350.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11495,2019-11-01,Compound 25-4-0,357.0,2019-11,11,2019,66.93,203.04,0.386,2.38,240.12
11496,2019-12-01,Calcium Ammonium Nitrate (27.5% N),268.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11497,2019-12-01,Urea (46% N),363.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11499,2019-12-01,Muriate of Potash (50% K),384.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11500,2019-12-01,Compound 0-10-20,381.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11501,2019-12-01,Compound 0-7-30,383.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11502,2019-12-01,Compound 7-6-17,464.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11503,2019-12-01,Compound 10-10-20,405.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11504,2019-12-01,Compound 14-7-14,379.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11505,2019-12-01,Compound 18-6-12,372.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11506,2019-12-01,Compound 24-2.5-10,382.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11507,2019-12-01,Compound 27-2.5-5,373.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11509,2019-12-01,Compound 8-5-18,384.8356687898089,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11510,2019-12-01,Compound 20-4-10,360.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11511,2019-12-01,Sulphate of Ammonia (21%),384.8356687898089,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11513,2019-12-01,Compound 10-5-25,389.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11514,2019-12-01,Compound 13-6-20,397.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11515,2019-12-01,Compound 15-3-20,375.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11517,2019-12-01,Compound 24-2.2-4.5,339.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11518,2019-12-01,Compound 19-0-15,343.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11519,2019-12-01,Compound 25-4-0,350.0,2019-12,12,2019,65.27,195.8,0.376,1.98,239.01
11520,2020-01-01,Calcium Ammonium Nitrate (27.5% N),259.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11521,2020-01-01,Urea (46% N),355.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11523,2020-01-01,Muriate of Potash (50% K),373.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11524,2020-01-01,Compound 0-10-20,374.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11525,2020-01-01,Compound 0-7-30,377.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11526,2020-01-01,Compound 7-6-17,460.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11527,2020-01-01,Compound 10-10-20,390.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11528,2020-01-01,Compound 14-7-14,371.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11529,2020-01-01,Compound 18-6-12,363.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11530,2020-01-01,Compound 24-2.5-10,372.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11531,2020-01-01,Compound 27-2.5-5,363.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11533,2020-01-01,Compound 8-5-18,384.8356687898089,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11534,2020-01-01,Compound 20-4-10,356.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11535,2020-01-01,Sulphate of Ammonia (21%),384.8356687898089,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11537,2020-01-01,Compound 10-5-25,368.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11538,2020-01-01,Compound 13-6-20,364.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11539,2020-01-01,Compound 15-3-20,364.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11541,2020-01-01,Compound 24-2.2-4.5,330.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11542,2020-01-01,Compound 19-0-15,340.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11543,2020-01-01,Compound 25-4-0,343.0,2020-01,1,2020,65.31,194.04,0.357,1.82,220.7
11544,2020-02-01,Calcium Ammonium Nitrate (27.5% N),250.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11545,2020-02-01,Urea (46% N),345.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11547,2020-02-01,Muriate of Potash (50% K),368.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11548,2020-02-01,Compound 0-10-20,372.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11549,2020-02-01,Compound 0-7-30,374.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11550,2020-02-01,Compound 7-6-17,454.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11551,2020-02-01,Compound 10-10-20,380.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11552,2020-02-01,Compound 14-7-14,368.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11553,2020-02-01,Compound 18-6-12,352.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11554,2020-02-01,Compound 24-2.5-10,361.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11555,2020-02-01,Compound 27-2.5-5,352.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11557,2020-02-01,Compound 8-5-18,384.8356687898089,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11558,2020-02-01,Compound 20-4-10,350.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11559,2020-02-01,Sulphate of Ammonia (21%),384.8356687898089,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11561,2020-02-01,Compound 10-5-25,362.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11562,2020-02-01,Compound 13-6-20,360.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11563,2020-02-01,Compound 15-3-20,364.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11565,2020-02-01,Compound 24-2.2-4.5,313.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11566,2020-02-01,Compound 19-0-15,331.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11567,2020-02-01,Compound 25-4-0,331.0,2020-02,2,2020,66.47,196.54,0.359,1.74,224.61
11568,2020-03-01,Calcium Ammonium Nitrate (27.5% N),249.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11569,2020-03-01,Urea (46% N),343.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11571,2020-03-01,Muriate of Potash (50% K),366.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11572,2020-03-01,Compound 0-10-20,371.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11573,2020-03-01,Compound 0-7-30,373.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11574,2020-03-01,Compound 7-6-17,454.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11575,2020-03-01,Compound 10-10-20,379.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11576,2020-03-01,Compound 14-7-14,366.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11577,2020-03-01,Compound 18-6-12,350.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11578,2020-03-01,Compound 24-2.5-10,360.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11579,2020-03-01,Compound 27-2.5-5,350.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11581,2020-03-01,Compound 8-5-18,384.8356687898089,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11582,2020-03-01,Compound 20-4-10,349.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11583,2020-03-01,Sulphate of Ammonia (21%),384.8356687898089,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11585,2020-03-01,Compound 10-5-25,360.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11586,2020-03-01,Compound 13-6-20,357.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11587,2020-03-01,Compound 15-3-20,362.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11589,2020-03-01,Compound 24-2.2-4.5,313.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11590,2020-03-01,Compound 19-0-15,329.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11591,2020-03-01,Compound 25-4-0,331.0,2020-03,3,2020,64.99,208.98,0.326,1.61,221.53
11592,2020-04-01,Calcium Ammonium Nitrate (27.5% N),249.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11593,2020-04-01,Urea (46% N),343.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11595,2020-04-01,Muriate of Potash (50% K),366.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11596,2020-04-01,Compound 0-10-20,372.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11597,2020-04-01,Compound 0-7-30,375.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11598,2020-04-01,Compound 7-6-17,458.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11599,2020-04-01,Compound 10-10-20,379.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11600,2020-04-01,Compound 14-7-14,366.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11601,2020-04-01,Compound 18-6-12,350.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11602,2020-04-01,Compound 24-2.5-10,359.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11603,2020-04-01,Compound 27-2.5-5,349.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11605,2020-04-01,Compound 8-5-18,384.8356687898089,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11606,2020-04-01,Compound 20-4-10,347.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11607,2020-04-01,Sulphate of Ammonia (21%),384.8356687898089,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11609,2020-04-01,Compound 10-5-25,360.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11610,2020-04-01,Compound 13-6-20,356.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11611,2020-04-01,Compound 15-3-20,361.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11613,2020-04-01,Compound 24-2.2-4.5,313.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11614,2020-04-01,Compound 19-0-15,329.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11615,2020-04-01,Compound 25-4-0,330.0,2020-04,4,2020,65.11,216.27,0.313,1.59,225.48
11616,2020-05-01,Calcium Ammonium Nitrate (27.5% N),244.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11617,2020-05-01,Urea (46% N),338.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11619,2020-05-01,Muriate of Potash (50% K),366.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11620,2020-05-01,Compound 0-10-20,373.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11621,2020-05-01,Compound 0-7-30,375.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11622,2020-05-01,Compound 7-6-17,457.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11623,2020-05-01,Compound 10-10-20,376.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11624,2020-05-01,Compound 14-7-14,366.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11625,2020-05-01,Compound 18-6-12,348.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11626,2020-05-01,Compound 24-2.5-10,354.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11627,2020-05-01,Compound 27-2.5-5,344.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11629,2020-05-01,Compound 8-5-18,384.8356687898089,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11630,2020-05-01,Compound 20-4-10,343.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11631,2020-05-01,Sulphate of Ammonia (21%),384.8356687898089,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11633,2020-05-01,Compound 10-5-25,360.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11634,2020-05-01,Compound 13-6-20,358.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11635,2020-05-01,Compound 15-3-20,357.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11637,2020-05-01,Compound 24-2.2-4.5,320.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11638,2020-05-01,Compound 19-0-15,328.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11639,2020-05-01,Compound 25-4-0,329.0,2020-05,5,2020,66.88,185.22,0.315,1.61,198.15
11640,2020-06-01,Calcium Ammonium Nitrate (27.5% N),239.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11641,2020-06-01,Urea (46% N),335.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11643,2020-06-01,Muriate of Potash (50% K),364.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11644,2020-06-01,Compound 0-10-20,372.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11645,2020-06-01,Compound 0-7-30,373.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11646,2020-06-01,Compound 7-6-17,452.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11647,2020-06-01,Compound 10-10-20,372.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11648,2020-06-01,Compound 14-7-14,364.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11649,2020-06-01,Compound 18-6-12,343.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11650,2020-06-01,Compound 24-2.5-10,349.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11651,2020-06-01,Compound 27-2.5-5,340.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11653,2020-06-01,Compound 8-5-18,384.8356687898089,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11654,2020-06-01,Compound 20-4-10,341.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11655,2020-06-01,Sulphate of Ammonia (21%),384.8356687898089,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11657,2020-06-01,Compound 10-5-25,357.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11658,2020-06-01,Compound 13-6-20,356.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11659,2020-06-01,Compound 15-3-20,356.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11661,2020-06-01,Compound 24-2.2-4.5,314.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11662,2020-06-01,Compound 19-0-15,325.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
